Time:User:UserPos:UserRHPos:UserLHPos:UserPosToque:UserMaoDeToque:UserTouchType:UserAction:HoverUnityName:HoverObjectType:NQuadToSelect:NCircToSelect:LastCollidingObj:HandCubePos
0.9969:User 1:(0.5, 0.8, 0.6):(0.9, 0.8, 0.7):(0.8, 0.9, 0.7):PosTouchU1:right:::null::5:6:null:(0.0, 0.8, 0.9)
14186.0155:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14203.9749:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:::4:6:Cylinder4 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14203.9749:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14219.936:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:::4:6:Cylinder4 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14219.936:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14236.8891:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:::4:6:Cylinder4 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14236.8891:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14253.8434:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:::4:6:Cylinder4 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14253.8434:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14270.7982:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:::4:6:Cylinder4 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14270.7982:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14286.9229:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:::4:6:Cylinder4 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14286.9229:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14305.7998:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14305.7998:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14321.7574:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14321.7574:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14337.7143:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14337.7143:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14355.667:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14355.667:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14370.8047:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14370.8047:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14388.726:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14388.726:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14405.6518:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14405.6518:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14421.8884:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14421.8884:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14439.8607:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14439.8607:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14456.8145:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14456.8145:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14472.7751:User 1:(0.4, 0.8, 0.4):(0.8, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14472.7751:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14489.9101:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14489.9101:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14506.9411:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14506.9411:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14523.8962:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14523.8962:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14540.9036:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14540.9036:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14557.8582:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14557.8582:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14572.9439:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14572.9439:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14590.8957:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14590.8957:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14607.8273:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14607.8273:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14624.7873:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14624.7873:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14641.7359:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(0.0, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14641.7359:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.0, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14657.9477:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14657.9477:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14674.9032:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
14674.9032:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14691.9228:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14691.9228:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14709.8304:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14709.8304:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14725.7871:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14725.7871:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14742.8708:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14742.8708:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14759.8576:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14759.8576:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14776.8197:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14776.8197:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14792.9461:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14792.9461:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14809.8344:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14809.8344:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14827.0465:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14827.0465:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14844.0006:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14844.0006:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14860.9563:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.6):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14860.9563:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14877.9108:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.6):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14877.9108:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14894.8888:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.6):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14894.8888:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14909.8267:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.6):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14909.8267:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14927.78:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14927.78:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14944.7325:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14944.7325:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14961.8621:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14961.8621:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14978.8528:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14978.8528:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
14994.8098:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
14994.8098:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15011.7644:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15011.7644:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15028.8476:User 1:(0.4, 0.8, 0.4):(0.7, 0.9, 0.7):(-0.1, 0.9, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15028.8476:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.9, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15046.9828:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15046.9828:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15061.9965:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15061.9965:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15079.896:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15079.896:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15096.8505:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15096.8505:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15112.9218:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15112.9218:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15130.8382:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15130.8382:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15146.8765:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15146.8765:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15162.9823:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15162.9823:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15179.8716:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15179.8716:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15196.8926:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15196.8926:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
15214.8167:User 1:(0.4, 0.8, 0.3):(0.7, 0.9, 0.7):(-0.1, 0.8, 0.3):PosTouchU1:right:drag:exit:Cylinder1 (UnityEngine.GameObject):circle:4:6:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
15214.8167:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(-0.1, 0.8, 0.3):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
